2p_2c_Truepf	4p_4c_Truepf	4p_4c_Falsepf	1p_1c_Falsepf	4p_1c_Truepf	1p_4c_Truepf	1p_1c_Truepf	2p_1c_Truepf	1p_2c_Truepf
30.27406609698931	30.418700342869613	30.347205791874124	30.188966241660946	30.41098795294038	30.241177377538616	30.22934867816054	30.27620124130383	30.204274486389107
30.27519178915071	30.418857746505484	30.34859296780543	30.190619930152273	30.411529139393423	30.241337902702895	30.23421187129701	30.277231537539777	30.207082411767647
30.276829351151402	30.422928326110465	30.350809312499834	30.19335962518342	30.4118287291689	30.244658677167326	30.23507860274102	30.279982542277626	30.208426956326566
30.27725385516331	30.430911566773723	30.35513446019657	30.193661920440466	30.412344059162667	30.2454122159753	30.23693559305459	30.28059745475097	30.208435747330242
30.278228479742726	30.433978809777223	30.35529872309808	30.193822603947922	30.41306063600607	30.245438800260096	30.239371122604656	30.2822748347346	30.211716479815948
30.280645398238107	30.435955041605986	30.355612193185248	30.196211074001486	30.41439084772093	30.247672341572937	30.23953040864878	30.283391171747855	30.21201206734271
30.28232308521766	30.436287136417363	30.35591124191381	30.197099860212415	30.415378390888268	30.249829648475878	30.241843716298682	30.284157152175897	30.21468513289358
30.282778799340573	30.439255114998723	30.35797102192447	30.19719556509707	30.416126654417106	30.25000424159248	30.24212404110124	30.289473709012057	30.218597562836585
30.283112740553257	30.442303020720477	30.36433463649024	30.19919942646021	30.416339636319993	30.251665506529278	30.24266960978472	30.29237505237239	30.21898084338601
30.283883156677213	30.44359941144424	30.36473254298146	30.200388739737623	30.419243061733244	30.251741022920683	30.242685717147854	30.29312968487904	30.219441393139356
30.283929211771657	30.446640530427572	30.36484847595886	30.201417897302093	30.419985939769322	30.257215914046387	30.2438684934327	30.294873723913934	30.21945856094121
30.285722277790008	30.44694047307852	30.365589329959	30.203472666298	30.427815330624217	30.25728446668525	30.24408962221066	30.295105363270814	30.220654282792832
30.286705656953956	30.44789125077634	30.36732938436522	30.205878871146048	30.42898709449594	30.261920295890985	30.244310173418874	30.295501790073324	30.220903115514734
30.28895453182257	30.45144907295503	30.36748176240011	30.20600266862602	30.43080059722555	30.263648701805614	30.245222120195336	30.29752532798377	30.221497642660996
30.292636866132767	30.451866221466883	30.371918546968786	30.20868785723788	30.431728690131212	30.265577936340772	30.246772897131766	30.29882891414662	30.221971114504623
30.29496565682216	30.453197041223554	30.37228223447556	30.211487237925354	30.433154422668693	30.26619136212333	30.247842409269534	30.299933520885652	30.22305498693118
30.295636425489278	30.458313399020973	30.372703129084577	30.212036578035217	30.43490061373642	30.266942046094616	30.2489856646539	30.306176136356285	30.224265917386695
30.297488544628656	30.45862350025529	30.373910866100807	30.213351160979695	30.43621749894156	30.26743256898661	30.25004710861515	30.306764273515267	30.224583905042316
